,Car_Name,Brand,Model,Year,Variant,Fuel_Type,Kms_Driven,City,Price,Test_Drive_Availability
570,Maruti Suzuki Alto 800,Maruti,Suzuki,2021,Alto 800,Petrol,30308,"Bellavista, Hyderabad",355000,
571,Audi A4 2.0 TDI,Audi,A4,2012,2.0 TDI,Diesel,39876,"Madhapur, Hyderabad",800000,
572,Hyundai i10 Sportz 1.2,Hyundai,i10,2011,Sportz 1.2,Petrol,62625,"Bellavista, Hyderabad",296000,
573,Honda CR-V 2.4 AT,Honda,CR-V,2007,2.4 AT,Petrol,183600,"Attapur, Hyderabad",430000,
574,Nissan Magnite XV Premium,Nissan,Magnite,2022,XV Premium,Petrol,20086,"Bellavista, Hyderabad",949000,
575,Hyundai Venue SX (O),Hyundai,Venue,2021,SX (O),Diesel,38226,"Jntu Kukat Pally,",1090703,
576,Hyundai Venue SX 1.0,Hyundai,Venue,2021,SX 1.0,Petrol,67172,"Bellavista, Hyderabad",795000,
577,Hyundai Venue SX (O),Hyundai,Venue,2021,SX (O),Diesel,38980,"Jntu Kukat Pally,",1075508,
578,Maruti Suzuki Alto K10,Maruti,Suzuki,2013,Alto K10,Petrol,40025,"Jubilee Hills, Hyderabad",220000,
579,Hyundai Elite i20 Asta,Hyundai,Elite,2018,i20 Asta,Diesel,71502,"Shaikpet, Hyderabad",698000,
580,Maruti Suzuki Alto 800,Maruti,Suzuki,2019,Alto 800,Petrol,11737,"Bellavista, Hyderabad",351000,
581,Maruti Suzuki Alto 800,Maruti,Suzuki,2018,Alto 800,Petrol,17555,"Beerappagadda, Hyderabad",331000,
582,Hyundai i10 Magna 1.2,Hyundai,i10,2010,Magna 1.2,Petrol,51877,"Jubilee Hills, Hyderabad",225000,
583,Renault Kwid CLIMBER 1.0,Renault,Kwid,2021,CLIMBER 1.0,Petrol,2814,"Beerappagadda, Hyderabad",461000,
584,Maruti Suzuki Alto 800,Maruti,Suzuki,2019,Alto 800,Petrol,11737,"Bellavista, Hyderabad",351000,
585,Maruti Suzuki Alto 800,Maruti,Suzuki,2018,Alto 800,Petrol,17555,"Beerappagadda, Hyderabad",331000,
586,Hyundai i10 Magna 1.2,Hyundai,i10,2010,Magna 1.2,Petrol,51877,"Jubilee Hills, Hyderabad",225000,
587,Renault Kwid CLIMBER 1.0,Renault,Kwid,2021,CLIMBER 1.0,Petrol,2814,"Beerappagadda, Hyderabad",461000,
588,Hyundai i10 Magna 1.2,Hyundai,i10,2010,Magna 1.2,Petrol,72952,"Jubilee Hills, Hyderabad",225000,
589,Hyundai i10 Sportz 1.2,Hyundai,i10,2012,Sportz 1.2,Petrol,57616,"Bellavista, Hyderabad",304000,
590,Nissan Sunny XL Diesel,Nissan,Sunny,2012,XL Diesel,Diesel,89765,"Uppal, Hyderabad",320000,
591,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2019,Baleno Zeta,Petrol,51895,"Uppal, Hyderabad",665000,
592,Hyundai Eon Magna +,Hyundai,Eon,2017,Magna +,Petrol,21454,"L B Nagar,",363000,
593,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2019,Baleno Zeta,Petrol,40250,"Old MLA Quarters,",672000,
594,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2021,Baleno Zeta,Petrol,56774,"Old MLA Quarters,",717000,
595,Tata Nexon XZ,Tata,Nexon,2021,XZ,Petrol,34788,"Old MLA Quarters,",890000,
596,Maruti Suzuki Baleno Delta,Maruti,Suzuki,2019,Baleno Delta,Petrol,34046,"L B Nagar,",701099,
597,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2019,Baleno Zeta,Petrol,46107,"Old MLA Quarters,",664000,
598,Hyundai Eon Magna +,Hyundai,Eon,2017,Magna +,Petrol,21454,"L B Nagar,",367431,
599,Nissan Magnite XV Turbo,Nissan,Magnite,2022,XV Turbo,Petrol,20101,"Madhapur, Hyderabad",820000,
600,Ford EcoSport Trend 1.5L,Ford,EcoSport,2020,Trend 1.5L,Diesel,58067,"Madhapur, Hyderabad",790000,
601,Kia Carens Prestige Plus,Kia,Carens,2023,Prestige Plus,Petrol,14344,"Madhapur, Hyderabad",1599000,
602,Hyundai Verna SX 1.5,Hyundai,Verna,2021,SX 1.5,Petrol,62477,"Madhapur, Hyderabad",1085000,
603,Maruti Suzuki Ertiga ZXi,Maruti,Suzuki,2021,Ertiga ZXi,Petrol,30957,"Madhapur, Hyderabad",1100000,
604,Mahindra Thar LX Hard,Mahindra,Thar,2023,LX Hard,Diesel,36600,"Madhapur, Hyderabad",1625000,
605,Tata Tiago XZ Plus,Tata,Tiago,2023,XZ Plus,Petrol,45500,"Madhapur, Hyderabad",620000,
606,Hyundai i10 Magna,Hyundai,i10,2014,Magna,Petrol,70807,"Bellavista, Hyderabad",266000,
607,MG Hector Plus Sharp,MG,Hector,2020,Plus Sharp,Diesel,83302,"Jntu Kukat Pally,",1443095,
608,Mahindra Thar LX Hard,Mahindra,Thar,2023,LX Hard,Diesel,36600,"Madhapur, Hyderabad",1625000,
609,Tata Tiago XZ Plus,Tata,Tiago,2023,XZ Plus,Petrol,45500,"Madhapur, Hyderabad",620000,
610,Hyundai i10 Magna,Hyundai,i10,2014,Magna,Petrol,70807,"Bellavista, Hyderabad",266000,
611,MG Hector Plus Sharp,MG,Hector,2020,Plus Sharp,Diesel,83302,"Jntu Kukat Pally,",1443095,
612,Hyundai Creta SX 1.6,Hyundai,Creta,2018,SX 1.6,Petrol,81881,"Jntu Kukat Pally,",1042125,
613,Hyundai Eon Sportz,Hyundai,Eon,2017,Sportz,Petrol,71131,"Jubilee Hills, Hyderabad",297000,
614,Renault Kwid 1.0 RXT,Renault,Kwid,2019,1.0 RXT,Petrol,26268,"Beerappagadda, Hyderabad",368000,
615,Hyundai Grand i10 Magna,Hyundai,Grand,2019,i10 Magna,Petrol,89627,"Beerappagadda, Hyderabad",445000,
616,Honda Amaze 1.2 VX,Honda,Amaze,2022,1.2 VX,Petrol,72980,"Bellavista, Hyderabad",740000,
617,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2022,Celerio ZXi,Petrol,10415,"Beerappagadda, Hyderabad",587000,
618,Honda Amaze 1.2 VX,Honda,Amaze,2022,1.2 VX,Petrol,31538,"Bellavista, Hyderabad",737000,
619,Renault Duster RXZ 1.3,Renault,Duster,2021,RXZ 1.3,Petrol,33549,"Jubilee Hills, Hyderabad",998000,
620,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2022,Ciaz Alpha,Petrol,39439,"Beerappagadda, Hyderabad",945000,
621,Maruti Suzuki S-Presso VXi,Maruti,Suzuki,2020,S-Presso VXi,Petrol,83096,"Bellavista, Hyderabad",388000,
622,Maruti Suzuki Alto K10,Maruti,Suzuki,2017,Alto K10,Petrol,30924,"Beerappagadda, Hyderabad",315000,
623,Hyundai Grand i10 Nios,Hyundai,Grand,2022,i10 Nios,Petrol,20124,"Bellavista, Hyderabad",677000,
624,Audi A6 35 TFSI,Audi,A6,2016,35 TFSI,Petrol,63379,"Jntu Kukat Pally,",1969358,
625,Hyundai Venue SX Plus,Hyundai,Venue,2020,SX Plus,Petrol,110389,"Bellavista, Hyderabad",821000,
626,Hyundai Aura SX 1.2,Hyundai,Aura,2021,SX 1.2,Petrol,28001,"Beerappagadda, Hyderabad",701000,
627,Kia Seltos GTX Plus,Kia,Seltos,2019,GTX Plus,Petrol,50938,"Jntu Kukat Pally,",1278563,
628,Hyundai Verna SX (O),Hyundai,Verna,2021,SX (O),Petrol,99651,"Bellavista, Hyderabad",1046955,
629,Renault Kwid RXL Edition,Renault,Kwid,2017,RXL Edition,Petrol,50184,"Beerappagadda, Hyderabad",291000,
630,Tata Tiago NRG Petrol,Tata,Tiago,2023,NRG Petrol,Petrol,26391,"Jubilee Hills, Hyderabad",623000,
631,Hyundai Grand i10 Sportz,Hyundai,Grand,2014,i10 Sportz,Petrol,82137,"Bellavista, Hyderabad",414000,
632,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2022,Celerio ZXi,Petrol,10415,"Beerappagadda, Hyderabad",587000,
633,Nissan Micra Active XV,Nissan,Micra,2013,Active XV,Petrol,42436,"Bellavista, Hyderabad",246000,
634,Tata Tiago NRG Petrol,Tata,Tiago,2023,NRG Petrol,Petrol,26391,"Jubilee Hills, Hyderabad",623000,
635,Hyundai Grand i10 Sportz,Hyundai,Grand,2014,i10 Sportz,Petrol,82137,"Bellavista, Hyderabad",414000,
636,Honda Amaze 1.2 VX,Honda,Amaze,2022,1.2 VX,Petrol,31538,"Bellavista, Hyderabad",737000,
637,Maruti Suzuki Celerio VXi,Maruti,Suzuki,2021,Celerio VXi,Petrol,23836,"Bellavista, Hyderabad",465000,
638,Ford Aspire Titanium 1.2,Ford,Aspire,2019,Titanium 1.2,Petrol,65449,"Bellavista, Hyderabad",562000,
639,Hyundai Verna SX (O),Hyundai,Verna,2021,SX (O),Petrol,99651,"Bellavista, Hyderabad",1046955,
640,Renault Duster RXZ 1.3,Renault,Duster,2021,RXZ 1.3,Petrol,33549,"Jubilee Hills, Hyderabad",998000,
641,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2022,Ciaz Alpha,Petrol,39439,"Beerappagadda, Hyderabad",945000,
642,Mahindra TUV300 T8,Mahindra,TUV300,2016,T8,Diesel,73096,"Bellavista, Hyderabad",672000,
643,Maruti Suzuki Dzire VDi,Maruti,Suzuki,2019,Dzire VDi,Diesel,99623,"Bellavista, Hyderabad",676000,
644,Renault Kwid RXL Edition,Renault,Kwid,2017,RXL Edition,Petrol,50184,"Beerappagadda, Hyderabad",291000,
645,Honda Jazz V AT,Honda,Jazz,2016,V AT,Petrol,41615,A P E,452000,
646,Renault Kwid CLIMBER 1.0,Renault,Kwid,2018,CLIMBER 1.0,Petrol,57300,A P E,304000,
647,Renault Kwid RXL,Renault,Kwid,2019,RXL,Petrol,30863,"Hankimpet, Hyderabad",286000,
648,Maruti Suzuki Wagon R,Maruti,Suzuki,2017,Wagon R,Petrol,27670,"Hankimpet, Hyderabad",415000,
649,Hyundai Elite i20 Asta,Hyundai,Elite,2018,i20 Asta,Petrol,99933,"L B Nagar,",596000,
650,Honda City V,Honda,City,2019,V,Petrol,65185,"Old MLA Quarters,",674000,
651,Maruti Suzuki Alto K10,Maruti,Suzuki,2016,Alto K10,Petrol,113262,"Old MLA Quarters,",230000,
652,Maruti Suzuki Dzire VXi,Maruti,Suzuki,2019,Dzire VXi,Petrol,60581,"L B Nagar,",573000,
653,Honda Jazz VX CVT,Honda,Jazz,2019,VX CVT,Petrol,38404,A P E,564000,
654,Maruti Suzuki Alto 800,Maruti,Suzuki,2015,Alto 800,Petrol,62095,"Hankimpet, Hyderabad",220000,
655,Hyundai Grand i10 Asta,Hyundai,Grand,2017,i10 Asta,Petrol,38331,"L B Nagar,",512000,
656,Maruti Suzuki Dzire VXi,Maruti,Suzuki,2019,Dzire VXi,Petrol,60581,"L B Nagar,",573000,
657,Honda Jazz VX CVT,Honda,Jazz,2019,VX CVT,Petrol,38404,A P E,564000,
658,Maruti Suzuki Alto 800,Maruti,Suzuki,2015,Alto 800,Petrol,62095,"Hankimpet, Hyderabad",220000,
659,Hyundai Grand i10 Asta,Hyundai,Grand,2017,i10 Asta,Petrol,38331,"L B Nagar,",512000,
660,Hyundai Santro Magna AMT,Hyundai,Santro,2019,Magna AMT,Petrol,27556,"Hankimpet, Hyderabad",437000,
661,Maruti Suzuki Alto 800,Maruti,Suzuki,2016,Alto 800,Petrol,43124,"Old MLA Quarters,",207000,
662,Volkswagen Polo Highline1.2L (P),Volkswagen,Polo,2015,Highline1.2L (P),Petrol,84716,"Old MLA Quarters,",381000,
663,Ford Figo Duratorq Diesel,Ford,Figo,2013,Duratorq Diesel,Diesel,110828,"Bellavista, Hyderabad",261000,
664,Honda WR-V VX MT,Honda,WR-V,2019,VX MT,Petrol,57167,A P E,618000,
665,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2017,Baleno Zeta,Petrol,59954,"L B Nagar,",565000,
666,Honda Amaze 1.2 S,Honda,Amaze,2016,1.2 S,Petrol,62904,"L B Nagar,",441000,
667,Honda Jazz V AT,Honda,Jazz,2017,V AT,Petrol,33208,"L B Nagar,",571000,
668,Maruti Suzuki Wagon R,Maruti,Suzuki,2021,Wagon R,CNG,42697,"Old MLA Quarters,",506000,
669,Hyundai Elite i20 Magna,Hyundai,Elite,2019,i20 Magna,Petrol,73698,"L B Nagar,",571000,
670,Datsun GO T,Datsun,GO,2016,T,Petrol,104448,"Old MLA Quarters,",157000,
671,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2019,Baleno Zeta,Petrol,89116,"Hankimpet, Hyderabad",562000,
672,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2018,Baleno Zeta,Petrol,23729,"L B Nagar,",593000,
673,Mahindra XUV300 W8 (O),Mahindra,XUV300,2021,W8 (O),Diesel,65376,"Hankimpet, Hyderabad",958000,
674,Ford Freestyle Trend 1.2,Ford,Freestyle,2019,Trend 1.2,Petrol,74432,"Old MLA Quarters,",572000,
675,Tata Tiago Revotron XZA,Tata,Tiago,2018,Revotron XZA,Petrol,86491,"Old MLA Quarters,",493000,
676,Maruti Suzuki S-Presso VXi,Maruti,Suzuki,2020,S-Presso VXi,CNG,33548,"Hankimpet, Hyderabad",436000,
677,Maruti Suzuki Alto 800,Maruti,Suzuki,2021,Alto 800,Petrol,65106,"Old MLA Quarters,",346000,
678,Hyundai Santro Sportz [2018-2020],Hyundai,Santro,2019,Sportz [2018-2020],Petrol,64927,"Old MLA Quarters,",396000,
679,Honda Amaze 1.2 VX,Honda,Amaze,2022,1.2 VX,Petrol,34001,"Hankimpet, Hyderabad",777000,
680,Renault Kwid CLIMBER 1.0,Renault,Kwid,2018,CLIMBER 1.0,Petrol,57300,A P E,304000,
681,Maruti Suzuki Baleno Zeta,Maruti,Suzuki,2017,Baleno Zeta,Petrol,59954,"L B Nagar,",565000,
682,Honda Amaze 1.2 S,Honda,Amaze,2016,1.2 S,Petrol,62904,"L B Nagar,",441000,
683,Hyundai Elite i20 Asta,Hyundai,Elite,2018,i20 Asta,Petrol,99933,"L B Nagar,",596000,
684,Ford Figo Duratorq Diesel,Ford,Figo,2013,Duratorq Diesel,Diesel,110828,"Bellavista, Hyderabad",261000,
685,Hyundai Grand i10 Sportz,Hyundai,Grand,2019,i10 Sportz,Petrol,30278,"L B Nagar,",595000,
686,Toyota Etios Liva VXD,Toyota,Etios,2018,Liva VXD,Diesel,60164,"Bellavista, Hyderabad",668000,
687,Kia Seltos GTX Plus,Kia,Seltos,2022,GTX Plus,Petrol,29429,"Jntu Kukat Pally,",1500000,
688,Honda CR-V 2.0L 2WD,Honda,CR-V,2014,2.0L 2WD,Petrol,131726,"Bellavista, Hyderabad",674000,
689,Hyundai Elite i20 Asta,Hyundai,Elite,2017,i20 Asta,Petrol,49275,"Beerappagadda, Hyderabad",619000,
690,Maruti Suzuki Vitara Brezza,Maruti,Suzuki,2020,Vitara Brezza,Petrol,41815,"Hankimpet, Hyderabad",802000,
691,Hyundai Aura SX 1.2,Hyundai,Aura,2023,SX 1.2,Petrol,49579,A P E,658000,
692,Honda Amaze 2nd Gen,Honda,Amaze,2020,2nd Gen,Petrol,63565,"Old MLA Quarters,",631000,
693,Maruti Suzuki Swift VDi,Maruti,Suzuki,2012,Swift VDi,Diesel,63842,"Hankimpet, Hyderabad",290000,
694,Hyundai Verna Fluidic 1.6,Hyundai,Verna,2014,Fluidic 1.6,Petrol,41718,"L B Nagar,",529000,
695,Hyundai Grand i10 Nios,Hyundai,Grand,2020,i10 Nios,Petrol,31865,"Old MLA Quarters,",527000,
696,Maruti Suzuki S-Presso VXi,Maruti,Suzuki,2021,S-Presso VXi,Petrol,54436,"Beerappagadda, Hyderabad",423000,
697,Hyundai Creta 1.6 SX,Hyundai,Creta,2016,1.6 SX,Petrol,93676,A P E,698000,
698,Maruti Suzuki S-Presso VXi,Maruti,Suzuki,2019,S-Presso VXi,Petrol,43285,A P E,376000,
699,Renault Kwid 1.0 RXT,Renault,Kwid,2016,1.0 RXT,Petrol,57461,"Hankimpet, Hyderabad",304000,
700,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2018,Ciaz Alpha,Diesel,83592,"Bellavista, Hyderabad",702000,
701,Honda Jazz ZX,Honda,Jazz,2020,ZX,Petrol,46092,"Old MLA Quarters,",585000,
702,Hyundai Grand i10 Asta,Hyundai,Grand,2019,i10 Asta,Petrol,56006,A P E,488000,
703,Honda Amaze 1.2 S,Honda,Amaze,2013,1.2 S,Petrol,62065,A P E,343000,
